persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age,age_refine_confidence,age_refine_reason
persona::114459,114459,persona,A high school student struggling with English literature and aspiring to cover the content gap,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'English literature,' which is a concrete subject within the high school curriculum, indicating current enrollment in high school.",0,16,16,,
persona::115050,115050,persona,A high school student with a learning disability who has faced discrimination in the classroom,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'discrimination in the classroom,' which constitutes a concrete school context involving the school environment and interactions within it.",0,16,16,,
persona::115776,115776,persona,a Hungarian high school student who dreams to be a bird artist,16,yes,100,"The persona explicitly identifies the individual as a 'Hungarian high school student', satisfying the first mandatory condition. The mention of 'high school' provides a concrete school context, fulfilling the second condition.",0,16,16,,
persona::116548,116548,persona,"a high school student in Manchester, New Hampshire interested in law as a career",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and specifies the location 'Manchester, New Hampshire,' which constitutes a concrete school context.",0,16,16,,
persona::117006,117006,persona,A high school student with a passion for history and interested in the topic of US Army and Indian Wars.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in a topic typically covered in high school history coursework, indicating current enrollment in high school.",0,16,16,,
persona::117655,117655,persona,A high school student who finds the animated videos helpful in understanding economic concepts for their exams,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'exams' as part of their academic context, which constitutes a concrete school context.",0,16,16,,
persona::117742,117742,persona,"A high school student with a passion for coffee, seeking guidance and advice on pursuing a career in the industry",16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses interest in pursuing a career in the coffee industry, which implies current involvement in high school education and engagement with school-related career planning.",0,16,16,,
persona::117860,117860,persona,I am a bored high school student who really doesn't care about microorganisms and has to write a report on Malawimonads.,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions having to write a report, which is a concrete reference to a school context (coursework).",0,16,16,,
persona::118808,118808,persona,A Pennsylvania high school student who enjoys history but finds environmental science somewhat boring.,16,yes,100,"The persona explicitly identifies the individual as a 'Pennsylvania high school student' and references coursework in 'history' and 'environmental science,' which constitutes a concrete school context.",0,16,16,,
persona::118868,118868,persona,"A high school student trying to balance work and studies, who appreciates the manager's understanding and support",16,yes,100,"The persona explicitly identifies as a 'high school student' and references balancing 'work and studies,' which constitutes a concrete school context involving coursework and academic responsibilities.",0,16,16,,
persona::119316,119316,persona,A high school student who relies on the content creator's videos to supplement their remote learning,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'remote learning,' which is a concrete school context involving coursework and educational environment.",0,16,16,,
persona::120200,120200,persona,A high school student who is a member of several sports teams and is seeking advice on managing their time effectively,16,yes,100,"The persona explicitly identifies as a 'high school student' and references being 'a member of several sports teams,' which constitutes a concrete school context involving extracurricular activities within the high school environment.",0,16,16,,
persona::121745,121745,persona,A high school student able to troubleshoot complex computer issues before completing their calculus homework,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context by mentioning 'completing their calculus homework,' which is a typical academic task in a high school curriculum.",0,16,16,,
persona::122168,122168,persona,A high school student who aspires to become an Olympic athlete and seeks advice on the socioeconomic aspects,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of seeking advice on socioeconomic aspects, which implies current engagement in high school life and academic or personal development within that environment.",0,16,16,,
persona::122542,122542,persona,"A high schooler who is part of her school's debate club and is currently preparing for a debate on ""Local Sustainability vs Global Food Trade"".",16,yes,100,"The persona explicitly identifies as a 'high schooler' and mentions being part of her 'school's debate club' and preparing for a debate, which constitutes a concrete school context involving coursework and school activities.",0,16,16,,
persona::123391,123391,persona,a high school senior located in New Jersey considering multiple design schools across the U.S. and is passionate about 3D modeling.,16,yes,100,"The persona explicitly identifies as a 'high school senior' and mentions considering design schools, which indicates current enrollment in high school. The reference to being a senior in high school provides a concrete school context.",0,16,16,,
persona::124448,124448,persona,A high school student interested in graphic design fascinated by the design of vintage tickets.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in graphic design, which is a subject typically studied in high school, indicating a current academic context.",0,16,16,,
persona::124556,124556,persona,A curious high school student who loves geography and is researching for a school project on Asian infrastructure and venues,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions researching for a 'school project', which constitutes a concrete school context.",0,16,16,,
persona::125068,125068,persona,A high school student who frequently visits the library to fuel their interest in engineering,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of 'frequently visiting the library,' which is a typical activity within the high school environment.",0,16,16,,
persona::125126,125126,persona,A high school student who excels in online classes and aspires to become an online course instructor,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'online classes,' which constitutes a concrete school context.",0,16,16,,
persona::126068,126068,persona,"A high school student deeply involved in the robotics club, balancing an interest in technology and a growing curiosity about their parent's love of baseball history",16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context through involvement in the 'robotics club' and balancing interests within the 'school' environment.,0,16,16,,
persona::126198,126198,persona,A high schooler who seeks the librarian's guidance in creating a website for a school project,16,yes,100,"The persona explicitly identifies as a 'high schooler' and references a 'school project,' which constitutes a concrete school context involving coursework and the school environment.",0,16,16,,
persona::126363,126363,persona,A high school student seeking guidance on how to organize a charity event for a local cause,16,yes,100,"The persona explicitly identifies as 'a high school student' and is seeking guidance on organizing a charity event, which is a concrete school context involving school life and student activities.",0,16,16,,
persona::126927,126927,persona,A high school student who runs a successful blog focused on senior year tips,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'senior year tips,' which is a concrete school context related to upper secondary education, specifically the final year of high school.",0,16,16,,
persona::126949,126949,persona,An American high school student who has little knowledge about the grain-based foods business,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment in a high school context, which satisfies the mandatory conditions.",0,16,16,,
persona::127668,127668,persona,A high school student who regularly uses Skedula for their assignments and grades.,16,yes,100,"The persona explicitly identifies as a 'high school student' and references using Skedula for 'assignments and grades,' which constitutes a concrete school context related to coursework and academic tracking.",0,16,16,,
persona::127988,127988,persona,A high school student balancing competitive swimming with aspirations to study biomedical engineering,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'competitive swimming,' which is a concrete school context involving extracurricular activities typically associated with high school life.",0,16,16,,
persona::128699,128699,persona,"A high school student from Seward, Nebraska who is interested in politics.",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and specifies a location (Seward, Nebraska), which constitutes a concrete school context.",0,16,16,,
persona::129860,129860,persona,a proud Lebanese high school student and athlete who's considering pursuing a career in sprinting.,16,yes,100,"The persona explicitly identifies as a 'high school student' and includes the context of being an athlete, which implies participation in school sports, a common aspect of high school life.",0,16,16,,
persona::130279,130279,persona,An eager high school student balancing his love for high jump with his academics,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'high jump' as part of their school life, indicating a current high school context.",0,16,16,,
persona::130447,130447,persona,A high school student organizing a food drive to help alleviate hunger in their community,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and describes organizing a food drive, which is a concrete school context involving school life and community engagement typical of high school activities.",0,16,16,,
persona::130823,130823,persona,I'm a senior high school student who's been studying full-time online due to the pandemic and enjoys the more relaxed learning atmosphere at home.,16,yes,100,"The persona explicitly identifies as a 'senior high school student' and references 'studying full-time online due to the pandemic,' which constitutes a concrete school context involving coursework and the school environment.",0,16,16,,
persona::131545,131545,persona,a high school student who needs to research this topic for her biology class presentation,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions needing to research a topic for 'her biology class presentation,' which is a concrete reference to a school context involving coursework and a class assignment.",0,16,16,,
persona::132271,132271,persona,A diligent high school student passionate about trigonometry and captivated by annual Civil War reenactments,16,yes,100,"The persona explicitly identifies the individual as a 'diligent high school student' and includes a concrete school context through the mention of 'trigonometry,' which is a standard high school math course.",0,16,16,,
persona::132292,132292,persona,A high school student who is introduced to Mark Twain's works through the librarian's discussions,16,yes,100,"The persona explicitly identifies as a 'high school student' and references being introduced to Mark Twain's works through the librarian's discussions, which constitutes a concrete school context involving school staff and curriculum-related activities.",0,16,16,,
persona::134191,134191,persona,A high school student with a passion for engineering seeking advice on pursuing a career in metrology,16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses interest in pursuing a career in metrology, which implies current engagement in high school education and related academic or career planning activities.",0,16,16,,
persona::134253,134253,persona,A high school student who has experienced improved concentration and focus in class due to regular exercise,16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context: 'improved concentration and focus in class'.,0,16,16,,
persona::134291,134291,persona,A curious high school student doing a biology project on snakes.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions a 'biology project', which is a concrete reference to a school context such as coursework or class activity.",0,16,16,,
persona::135375,135375,persona,an underprivileged female high school student fearful of her future,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a current school context through the mention of 'fearful of her future,' which is tied to her ongoing high school experience.",0,16,16,,
