persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age,age_refine_confidence,age_refine_reason
persona::62088,62088,persona,A high school student who is hesitant to try physical books due to the perceived inconvenience,16,yes,100,"The persona explicitly identifies as a 'high school student' and references the context of using physical books, which is a concrete aspect of school life and coursework.",0,16,16,,
persona::62272,62272,persona,A motivated high school senior planning to major in religious studies and often discusses related topics with their teacher,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and mentions discussing topics with 'their teacher,' which constitutes a concrete school context.",0,16,16,,
persona::64195,64195,persona,A high school student who wants to improve their grades in algebra and is seeking a study partner,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions wanting to improve grades in 'algebra,' which is a concrete subject in the high school curriculum, indicating current enrollment in high school.",0,16,16,,
persona::64914,64914,persona,"A high school student engaged in an international baccalaureate program, fluent in three languages",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions participation in an 'international baccalaureate program,' which is a recognized upper secondary curriculum, satisfying both mandatory conditions.",0,16,16,,
persona::65315,65315,persona,A high school junior who's adamantly opposed to classical literature.,16,yes,100,"The persona explicitly identifies as a 'high school junior', which is a current high school / upper secondary student, and the opposition to classical literature implies engagement with a school curriculum that includes such coursework.",0,16,16,,
persona::66226,66226,persona,A high school student interested in pursuing a career in renewable energy and looks up to the science teacher as a mentor,16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of having a 'science teacher as a mentor'.,0,16,16,,
persona::66416,66416,persona,a female high school student who is part of her school's Volleyball Club,16,yes,100,"The persona explicitly identifies the individual as a 'female high school student' and mentions her involvement in 'her school's Volleyball Club,' which constitutes a concrete school context.",0,16,16,,
persona::66923,66923,persona,A high school student who looks forward to the gamer's content after finishing homework,16,yes,100,"The persona explicitly identifies as 'a high school student' and references 'after finishing homework,' which is a concrete school context involving coursework and academic routine.",0,16,16,,
persona::67031,67031,persona,A high school junior interested in creative writing and European history,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior', which confirms current enrollment in high school. The mention of 'high school' directly satisfies the requirement for a high school / upper secondary student.",0,16,16,,
persona::67393,67393,persona,A curious high school student with an interest in biology and a family member who suffers from migraines,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes an interest in biology, which is a typical subject in high school coursework, indicating a concrete school context.",0,16,16,,
persona::68460,68460,persona,"A high school student with vision impairment, determined to excel in academics and sports despite her condition",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment in a school context through the mention of 'academics and sports,' which are typical components of a high school environment.",0,16,16,,
persona::68754,68754,persona,A high school junior enrolled in JROTC with aspirations to attend the Air Force Academy,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and mentions enrollment in 'JROTC,' which is a concrete school context within a high school setting.",0,16,16,,
persona::70455,70455,persona,A high school student who relies on the non-profit organization's free internet access to complete their school assignments,16,yes,100,"The persona explicitly identifies as a 'high school student' and references completing 'school assignments,' which constitutes a concrete school context.",0,16,16,,
persona::71532,71532,persona,A high school student interested in machine learning and looking for tips to get started with neural networks,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in machine learning, which is a contextually relevant academic pursuit within a high school curriculum or extracurricular activity.",0,16,16,,
persona::72045,72045,persona,A high school student looking for books that reflect their own experiences and struggles,16,yes,100,"The persona explicitly identifies as a 'high school student' and is seeking books that reflect 'their own experiences and struggles,' which implies a current, personal engagement with high school life and context.",0,16,16,,
persona::72336,72336,persona,I am a Japanese high school student who aspires to become a professional soccer player.,16,yes,100,"The persona explicitly identifies the individual as a 'Japanese high school student' and implies current enrollment in high school, which satisfies the mandatory condition of being a current high school/upper secondary student.",0,16,16,,
persona::72682,72682,persona,"A high school student interested in cybersecurity, seeking advice from the Python programmer",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in cybersecurity, which is a contextually relevant pursuit within a high school environment, indicating current enrollment in high school.",0,16,16,,
persona::73920,73920,persona,"An ambitious high schooler interested in both physics and biology, seeking guidance on potential career paths",16,yes,100,"The persona explicitly identifies the individual as a 'high schooler' and expresses interest in career paths, which implies current engagement in high school education, including coursework and academic planning typical of upper secondary school.",0,16,16,,
persona::74523,74523,persona,A curious high school student who started a history vlog inspired by conversations with their grandparent,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions starting a history vlog, which is a concrete school-related activity tied to coursework and school life.",0,16,16,,
persona::75569,75569,persona,a high school student obsessed with neat handwriting.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a school context through the focus on handwriting, which is typically relevant in academic settings such as classes, assignments, or exams.",0,16,16,,
persona::75605,75605,persona,A high schooler who benefits from the designer's user-friendly interfaces while using educational apps,16,yes,100,"The persona explicitly identifies the individual as a 'high schooler' and references the use of 'educational apps' in a school context, indicating current high school enrollment and engagement with school-related technology.",0,16,16,,
persona::75686,75686,persona,A high school junior who is quarterback of Harper Creek football team,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and references their role as quarterback of 'Harper Creek football team,' which constitutes a concrete school context involving a high school sports team.",0,16,16,,
persona::76212,76212,persona,A high school student passionate about understanding the causes and consequences of World War II,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a current academic context through the focus on understanding World War II, which is a standard topic in high school history coursework.",0,16,16,,
persona::76291,76291,persona,A high school student always curious about the technology used in the library's digitized system,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references the 'library's digitized system,' which is a concrete school context within a high school environment.",0,16,16,,
persona::76497,76497,persona,A Canadian high school senior who is being forced to learn politics and not happy about it.,16,yes,100,"The persona explicitly identifies as a 'Canadian high school senior' and references being 'forced to learn politics,' which is a concrete school context related to coursework and curriculum in a high school setting.",0,16,16,,
persona::77041,77041,persona,A high school student leading a student-run organization promoting gender equality in schools,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a 'student-run organization promoting gender equality in schools,' which constitutes a concrete school context involving school life and student activities.",0,16,16,,
persona::77179,77179,persona,A high school student who is passionate about fantasy novels and is seeking recommendations for a new series,16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses a personal interest in seeking recommendations for fantasy novels, which implies current engagement with school-related activities and interests.",0,16,16,,
persona::77336,77336,persona,A fellow high school student who shares the same passion for storytelling and interviews local community members,16,yes,100,"The persona explicitly identifies as a 'fellow high school student' and mentions sharing a passion for storytelling and interviewing local community members, which implies current participation in school-related activities or projects.",0,16,16,,
persona::77368,77368,persona,A high school student interested in computer science and eager to learn about image recognition techniques,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning about image recognition techniques, which implies engagement with coursework or academic pursuits in a high school context.",0,16,16,,
persona::77648,77648,persona,An openly gay high school student striving to create a safe and accepting environment in their school community,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and describes their efforts to create a safe and accepting environment in 'their school community,' which constitutes a concrete school context.",0,16,16,,
persona::77753,77753,persona,A high school student who is passionate about learning and seeks guidance on how to effectively study and optimize their brain's potential,16,yes,100,"The persona explicitly identifies as 'a high school student' and expresses interest in studying and optimizing their brain's potential, which falls under the context of high school coursework and academic performance.",0,16,16,,
persona::77998,77998,persona,A high school student who is conducting research on the urbanization of Seattle,16,yes,100,"The persona explicitly identifies as 'a high school student' and is conducting research, which constitutes a concrete school context such as coursework or academic projects.",0,16,16,,
persona::78225,78225,persona,A high school senior debating between a career in law to fight social injustices or a path in journalism to report them,16,yes,100,The persona explicitly identifies the individual as a 'high school senior' and implies current enrollment in high school through the context of making career decisions during the final year of upper secondary education.,0,16,16,,
