persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age,age_refine_confidence,age_refine_reason
persona::17482,17482,persona,A curious and determined high school student who aspires to become a white hat hacker,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment in a high school context through the description of aspirations and identity, which is consistent with ongoing high school life.",0,16,16,,
persona::17665,17665,persona,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior', which is a current high school student, and references participation in a 'science fair', a concrete school context.",0,16,16,,
persona::17688,17688,persona,A high school student passionate about creating their own video games using XNA,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references creating video games, which implies engagement in a current school-related activity or interest, satisfying the requirement for a concrete school context.",0,16,16,,
persona::18211,18211,persona,A high school student who finds science classes boring but gets excited about learning through comedy,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'science classes,' which is a concrete school context involving coursework and the school environment.",0,16,16,,
persona::18511,18511,persona,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'podcast recommendations' within the context of learning, which implies engagement with educational content in a current school environment.",0,16,16,,
persona::22234,22234,persona,"A high school student with a passion for astronomy, looking for reliable sources to learn from",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses a desire to find reliable sources to learn from, which implies current engagement with educational content, a concrete school context.",0,16,16,,
persona::22378,22378,persona,A curious high school student eager to learn about the historical significance of each item,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning about historical significance, which implies engagement with academic coursework or school-related inquiry.",0,16,16,,
persona::23635,23635,persona,A high school student who relies on these videos to understand and excel in their chemistry class,16,yes,100,The persona explicitly identifies as a 'high school student' and includes a concrete school context by mentioning 'chemistry class'.,0,16,16,,
persona::26439,26439,persona,"A high school student passionate about theater, who benefits from the politician's advocacy by having access to better production equipment and facilities",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'better production equipment and facilities' in the context of theater, which constitutes a concrete school context related to high school activities.",0,16,16,,
persona::26780,26780,persona,A shy high school student who borrows courage from his favorite comic book heroes in cosplay,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'cosplay,' which is a concrete school context involving school life and student activities.",0,16,16,,
persona::27011,27011,persona,"A high school junior with a natural flair for writing, aiming for a career in law",16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and implies current enrollment in high school, which is a concrete school context indicating ongoing high school education.",0,16,16,,
persona::27287,27287,persona,A high school student interested in pursuing women's studies and seeks guidance on how to navigate the field,16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses interest in pursuing women's studies, which implies current enrollment in high school and engagement with academic interests relevant to upper secondary education.",0,16,16,,
persona::27925,27925,persona,A high school senior who leads the peer support group and aspires to become a psychologist,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and includes the context of leading a 'peer support group,' which is a concrete school-related activity within the high school environment.",0,16,16,,
persona::28137,28137,persona,"A high school sophomore interested in both biology and math, benefiting from the interdisciplinary lessons",16,yes,100,"The persona explicitly identifies the individual as a 'high school sophomore' and mentions 'interdisciplinary lessons,' which refers to a concrete school context involving coursework and teaching within a high school environment.",0,16,16,,
persona::28656,28656,persona,A high school senior who aims for a Green Peace internship after graduation,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and implies current enrollment in high school through the reference to 'after graduation,' which is a concrete school context.",0,16,16,,
persona::28768,28768,persona,A high school senior struggling with calculus but excelling in creative arts,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and references 'calculus,' which is a concrete course in the high school curriculum, indicating current enrollment in high school.",0,16,16,,
persona::28772,28772,persona,A high school student who is just beginning to discover the complexity of post-modernist literature,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'post-modernist literature,' which is a concrete subject within a high school curriculum, indicating current enrollment in high school.",0,16,16,,
