persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age,age_refine_confidence,age_refine_reason
persona::145615,145615,persona,A high school student who helps out at the family coffee shop on weekends and is on the debate team,16,yes,100,The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of being 'on the debate team'.,0,16,16,,
persona::146242,146242,persona,A high school student who is following in her mother's footsteps and participating actively in writing competitions,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions participation in 'writing competitions,' which is a concrete school context related to extracurricular academic activities typically associated with high school.",0,16,16,,
persona::146294,146294,persona,A high school student who is eager to learn and discover their passion through vocational education programs,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'vocational education programs,' which constitutes a concrete school context within an upper secondary institution.",0,16,16,,
persona::146335,146335,persona,A high school student looking for personalized tutoring in math and science subjects,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and is seeking tutoring in 'math and science subjects,' which are part of the high school curriculum, indicating current enrollment in high school.",0,16,16,,
persona::147594,147594,persona,A high school senior who's looking for uniforms and is really passionate about supporting local businesses.,16,yes,100,"The persona explicitly identifies as a 'high school senior' and mentions looking for uniforms, which is a concrete reference to a high school context.",0,16,16,,
persona::148309,148309,persona,an immunodeficient high school student in Australia,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and the context of being immunodeficient in Australia implies a current high school environment, which constitutes a concrete school context.",0,16,16,,
persona::151023,151023,persona,A high school student who is just starting to learn programming and seeks guidance on string manipulation,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references learning programming, which is a concrete school context related to coursework or curriculum.",0,16,16,,
persona::151235,151235,persona,A high school student excelling in Physics and dreaming of following in his grandparent's footsteps,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of academic performance in Physics, which is a concrete school coursework subject.",0,16,16,,
persona::151461,151461,persona,A high school student who excels in math competitions and enjoys weekend Sudoku challenges with their grandparent,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context through participation in 'math competitions,' which are typically associated with high school coursework and extracurricular activities.",0,16,16,,
persona::152711,152711,persona,A Cuban high school student studying political science,16,yes,100,"The persona explicitly identifies the individual as a 'Cuban high school student' and mentions studying political science, which is a concrete subject within a high school curriculum, indicating current enrollment in high school.",0,16,16,,
persona::152914,152914,persona,A high schooler who tutors younger siblings and works part-time after school to help financially,16,yes,100,"The persona explicitly identifies as a 'high schooler' and includes the context of working part-time after school, which is a concrete reference to high school life and environment.",0,16,16,,
persona::153203,153203,persona,a high school student in a web design course,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context: 'in a web design course', which is a specific class within a high school curriculum.",0,16,16,,
persona::154129,154129,persona,A quiet and reserved high school student who often seeks comfort and guidance from the nurse,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references the nurse, which is a concrete school context within a high school environment.",0,16,16,,
persona::154302,154302,persona,A high school student who is considering experimenting with drugs due to peer pressure,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions 'peer pressure,' which is a concrete reference to a school context involving classmates and social dynamics within a high school environment.",0,16,16,,
persona::155259,155259,persona,"A high school student participating in the research study, providing valuable insights and feedback on the teaching methods",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions participation in a research study related to 'teaching methods,' which constitutes a concrete school context involving classroom or instructional practices.",0,16,16,,
persona::156163,156163,persona,"A high school sophomore who attends the workshops, fascinated by the possibilities of technology",16,yes,100,"The persona explicitly identifies the individual as a 'high school sophomore' and mentions attending 'workshops,' which is a concrete reference to a school context.",0,16,16,,
persona::156293,156293,persona,A high school student who loves reading romance novels and dreams of finding true love,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of personal interests (reading romance novels and dreaming of true love), which aligns with typical high school life and environment.",0,16,16,,
persona::157065,157065,persona,"A slightly shy, awkward high school student who dreams of running away to the circus",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of dreaming about running away, which implies current school life and environment.",0,16,16,,
persona::157580,157580,persona,A dedicated high school student active in art clubs and aiming for a scholarship,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references involvement in 'art clubs,' which is a concrete school context.",0,16,16,,
persona::158848,158848,persona,"A high school senior aspiring to be an astronaut, taking every available STEM class",16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and mentions 'taking every available STEM class,' which is a concrete reference to coursework in a high school context.",0,16,16,,
persona::158971,158971,persona,A high school student who thrives in project-based learning environments and values the educator's guidance,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'project-based learning environments' and 'educator's guidance,' which are concrete aspects of a high school school context.",0,16,16,,
persona::159035,159035,persona,a high school student in the Clark County who hopes to have a career in public service,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'Clark County,' which provides a concrete school context, indicating enrollment in a local high school within that district.",0,16,16,,
persona::160781,160781,persona,A high school student from a different state who shares a deep interest in the Revolutionary era and seeks guidance from the librarian for their research project,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context by mentioning a 'research project,' which is a typical academic task in a high school setting.",0,16,16,,
persona::161158,161158,persona,An American high school student studying evolutionary biology.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions studying 'evolutionary biology,' which is a concrete course of study within a high school curriculum.",0,16,16,,
persona::163638,163638,persona,A fellow high school student who is also new to programming and can empathize with the challenges and frustrations of learning,16,yes,100,"The persona explicitly identifies as 'a fellow high school student' and references being 'new to programming,' which implies current involvement in high school coursework and learning challenges typical of a high school environment.",0,16,16,,
persona::164234,164234,persona,a Japanese American high school student who is very interested in civil rights history.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and the context of being Japanese American may imply involvement in school-related discussions or coursework on civil rights history, which constitutes a concrete school context.",0,16,16,,
persona::165506,165506,persona,A high school student who shares their interest in sneakers and often engages in debates about the best brands and styles,16,yes,100,"The persona explicitly identifies as a 'high school student' and engages in discussions about sneakers, which is a concrete school context involving peer interaction and shared interests typical of high school life.",0,16,16,,
persona::166008,166008,persona,A high school student who discovers a passion for history through playing the educational games,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'educational games,' which constitutes a concrete school context related to learning and coursework.",0,16,16,,
persona::166298,166298,persona,"a politically-engaged high school student residing in Washington County, Maryland.",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of residing in Washington County, Maryland, which implies a current school environment within a high school setting.",0,16,16,,
persona::166370,166370,persona,A high school student who just moved to the United States and is learning about the American political system.,16,yes,100,"The persona explicitly identifies as a 'high school student' and is engaged in learning about the American political system, which is a concrete school context related to coursework or curriculum in a high school setting.",0,16,16,,
persona::166493,166493,persona,A high school student interested in history who is writing a report on Sweden for a school project,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions writing a report on Sweden for a 'school project', which constitutes a concrete school context involving coursework and academic assignment.",0,16,16,,
persona::167078,167078,persona,A curious high school student who is preparing a presentation for a chemistry class project about metals and alloys.,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions preparing a presentation for a 'chemistry class project', which is a concrete reference to a school context.",0,16,16,,
persona::167360,167360,persona,A curious and enthusiastic high school student eager to learn about Angolan history and traditions,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning about Angolan history and traditions, which implies current engagement in academic coursework or school-related learning.",0,16,16,,
persona::167513,167513,persona,A high school student dealing with the divorce of their parents and seeking emotional stability,16,yes,100,"The persona explicitly identifies as a 'high school student' and implies a current school context through the emotional challenges tied to their ongoing high school experience, such as dealing with family issues while navigating school life.",0,16,16,,
