idx,persona_text,age,source_config,strict_reject_reasons,llm_label,llm_confidence,llm_reason,age_refined,age_refine_confidence,age_refine_reason
20940,A 3-year-old child who struggles with articulation and speech sound production,3.0,persona,[],yes,100,"The persona is a 3-year-old child, which falls within the age range for preschool or kindergarten, a level of primary education.",3.0,,
91607,a 10-year-old kid who has learned little programming,10.0,persona,[],yes,100,age 10 is within primary school range,10.0,,
114691,A kindergartener who enjoys stories about knights and castles,5.0,persona,[],yes,100,Persona is explicitly described as a kindergartener,5.0,,
188138,A curious primary school student from France.,8.0,persona,[],yes,100,Persona is explicitly described as a primary school student,8.0,,
193984,An elementary school student working on a community recycling project for a school fair,8.0,persona,[],yes,100,Explicitly described as an elementary school student,8.0,,
56979,A elementary school student on the student council who voices peers' concerns about playground safety,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student,8.0,,
94395,A 6-year-old child with a curious mind and a willingness to participate in cognitive development studies,6.0,persona,[],yes,100,Age 6 is within primary school range,6.0,,
195347,A shy elementary school student struggling to pronounce certain sounds correctly,8.0,persona,[],yes,100,explicitly described as an elementary school student,8.0,,
373,A 10-year-old schoolboy who lives in Nigeria,10.0,persona,[],yes,100,Age 10 is within primary school range,10.0,,
39019,An elementary school student who prefers reading traditional storybooks over digital ones,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student,8.0,,
76805,A primary school student who loves learning new healthy recipes to cook at home,8.0,persona,[],yes,100,Persona explicitly describes themselves as a primary school student,8.0,,
120494,A9-year-old child who greatly enjoys the storytelling events and wants to become a writer,9.0,persona,[],yes,100,"The persona is a 9-year-old child, which falls within the primary school age range.",9.0,,
137880,An 11-year-old child obsessed with astronomy,11.0,persona,[],yes,100,age 11 is within primary school range,11.0,,
144809,An elementary school student who helps in the garden and listens to stories of classic literature,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student,8.0,,
21075,A curious and energetic preschooler who loves participating in gym class activities,3.0,persona,[],yes,100,Persona is described as a preschooler,3.0,,
48519,A fellow elementary school student who is fascinated by birds and enjoys drawing them,8.0,persona,[],yes,100,Persona is explicitly described as an elementary school student,8.0,,
103434,A struggling reader in elementary school who looks up to the reading specialist as a mentor,8.0,persona,[],yes,100,Explicitly mentioned as an elementary school student,8.0,,
107127,A 5-year-old child who was born with a cleft lip and palate and is undergoing speech therapy to improve his articulation,5.0,persona,[],yes,100,"Age 5 is typical for kindergarten or preschool, which is a primary school level",5.0,,
190020,Inquisitive 5 year old child,5.0,persona,[],yes,100,age 5 is typical for kindergarten or preschool,5.0,,
42259,A classmate of one of the children who looks forward to the bike rides as a fun outing,,persona,[],yes,90,"classmate of a child, implies same age group and educational level",10.0,85,"The persona is described as a classmate in a primary school setting, and the context of bike rides as a fun outing aligns with typical activities for children aged 10 or younger in primary school."
69941,A third-grade student who benefits from the integrated lesson plans and develops a love for reading and writing,,persona,[],yes,100,Third-grade student indicates primary school attendance,8.0,95,"Third-grade students are typically 8 years old, which is within the primary school age range of 11 or younger."
170972,"A young child who, after experiencing a traumatic event, finds solace in the firefighters' comforting presence",,persona,[],yes,80,young child implies primary school age,9.0,85,"The persona is described as a 'young child' in a primary school context, which aligns with an age of 9, consistent with primary education and the typical age range for such a developmental stage."
183033,A curious and engaged 5th grader who loves hearing stories about historical figures,,persona,[],yes,100,5th grade is typically part of elementary/primary education,11.0,95,"The persona is explicitly described as a '5th grader,' which typically corresponds to children aged 10-11, well within the 11-or-younger limit."
178806,A child who looks up to the moderator as a superhero and diligently follows their recommendations for LEGO sets,,persona,[],yes,90,childlike behavior and interest in LEGO sets,9.0,85,"The persona is a primary school student who looks up to the moderator as a superhero and follows their recommendations, which is consistent with a child aged 9, typically in early primary education."
25475,A ten years old kid from New York City who likes fun facts about different cultures,,persona,[],yes,100,age 10 is within primary school range,10.0,100,Explicitly stated as 'ten years old'
82925,A curious young child who spends weekends tinkering with toy cars and dreams of becoming a mechanic,,persona,[],yes,90,describes a young child with interests typical of a primary school age,10.0,85,"The persona describes a 'young child' engaged in activities typical of primary school children, such as playing with toy cars and having simple career dreams, which aligns with ages 11 or younger."
139249,A young child who develops their problem-solving abilities and vocabulary through solving crossword puzzles,,persona,[],yes,90,"engages in activities typical for a young child, such as developing vocabulary",10.0,85,"The persona is described as a 'young child' engaged in primary education, and solving crossword puzzles aligns with typical activities for children aged 10 or younger in primary school."
133084,A young child who dreams of becoming an RC car racer and looks up to the shop owner as a mentor,,persona,[],yes,90,young child implies primary school age,10.0,85,"The persona is described as a 'young child' in a primary school context, which aligns with an age of 10, consistent with primary education and the typical age range for such aspirations."
193427,A fellow child who loves exploring and learning through interactive hardware,,persona,[],yes,80,"Persona describes a child and mentions learning, suggesting primary school age",10.0,85,"The persona is described as a 'fellow child' in a primary school context, and the focus on interactive hardware aligns with typical primary school STEM activities for children aged 10 or younger."
21270,A committed child actor who is always excited for the next school play,,persona,[],yes,90,child actor and school play participation implies primary school age,10.0,85,"The persona is a primary school student and a committed child actor, which strongly implies a young age consistent with primary education. The excitement for school plays is typical of children aged 10 or younger."
120892,A young child who eagerly looks forward to indulging in cotton candy and popcorn at the concession stand,,persona,[],yes,80,"young child, no indication of higher education level",9.0,85,"The persona is described as a 'young child' and is excited about typical primary school treats like cotton candy and popcorn, which are commonly associated with children aged 9 or younger in a primary school context."
67701,"A young child with a vivid imagination and a love for all things sweet, who eagerly awaits each birthday cake creation",,persona,[],yes,90,young child with a vivid imagination,10.0,85,"The persona is described as a 'young child' in a primary school context, and the focus on birthday cakes aligns with typical interests of children aged 10 or younger in primary education."
122941,A curious and adventurous child who looks forward to every outdoor lesson with excitement,,persona,[],yes,90,describes a child with characteristics typical of a primary school student,10.0,85,"The persona is described as a 'child' in a primary school setting, and the mention of 'outdoor lessons' aligns with typical primary school activities for children aged 10 or younger."
154696,A nine-year-old girl struggling with reading comprehension but shows great enthusiasm for learning.,,persona,[],yes,100,age and educational challenges are consistent with primary school,9.0,100,"The persona explicitly states 'a nine-year-old girl', which is within the allowed age range of 11 or younger."
193704,A young child who dreams of becoming a zookeeper and loves learning about different animals,,persona,[],yes,90,young child and love for learning about animals is typical for a primary school student,10.0,85,"The persona describes a young child in primary school who is interested in animals and learning, which is consistent with a primary school student aged 10, well within the 11-year limit."
106533,A creative and imaginative fifth grader who loves to help design and decorate the reading spaces,,persona,[],yes,100,Fifth grader indicates elementary school attendance,11.0,95,"Fifth grader typically corresponds to age 10-11, and the persona is explicitly described as a primary school student, which aligns with the age constraint of 11 or younger."
100949,A lively ten-year-old who adores reading and regularly reviews books on her YouTube channel,,persona,[],yes,100,age 10 is within primary school range,10.0,100,Explicitly stated as 'ten-year-old' which is ≤ 11 and consistent with primary school level.
120229,an aspiring child-chef who participated in the first season of MasterChef Junior (Brazil).,,persona,[],yes,95,MasterChef Junior typically features children in the primary school age range,10.0,90,"The persona is a child-chef participating in MasterChef Junior (Brazil), a show specifically for children aged 11 and under, and the first season implies a young participant consistent with primary school age."
113654,A young child who enjoys playing simple and colorful board games with their older sibling,,persona,[],yes,90,"young child, simple games, and presence of an older sibling suggest primary school age",8.0,85,"The persona describes a young child playing board games with an older sibling, which is typical of primary school children; the description implies a child in early elementary school, consistent with an age of 8."
102799,A child with a sweet tooth who has dietary restrictions and relies on the dietitian for tasty dessert alternatives,,persona,[],yes,80,"The persona is described as a child, implying a young age likely within primary school range.",10.0,85,"The persona is a primary school student with dietary restrictions and interaction with a dietitian, which is typical for children aged 10 or younger in primary education."
178392,A young child who looks up to the basketball team captain and wants to learn math,,persona,[],yes,90,young child and interest in learning math suggests primary school age,10.0,85,"The persona is described as a 'young child' in a primary school context, which aligns with an age of 10, consistent with primary education and the typical age range for such a description."
121493,A curious and empathetic child who becomes the designated first aider in their friend group,,persona,[],yes,90,"child in friend group, implies elementary school age",10.0,85,"The persona is described as a primary school student, and the role of a first aider in a friend group is typical for a child in the upper primary years, consistent with an age of 10."
35033,A young child with a thirst for knowledge and a love for bedtime stories,,persona,[],yes,80,young child and love for bedtime stories suggests primary school age,9.0,85,"The persona describes a 'young child' with a 'thirst for knowledge' and a love for bedtime stories, which are typical traits of a primary school student aged 9, consistent with early elementary education."
37956,A compassionate student who volunteers to disinfect the classroom to protect the child's health,,persona,[],yes,90,"volunteers to disinfect the classroom, implies a young student taking care of their own classroom",11.0,90,"The persona is a primary school student, and the maximum age for primary school students is typically 11. The context of volunteering in a classroom setting aligns with a child of that age range."
52812,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,,persona,[],yes,100,third-grader indicates primary school attendance,8.0,90,"The persona is explicitly described as a 'third-grader,' which typically corresponds to children aged 8 years old in most primary education systems."
